id_proyek,P001_biaya,P002_biaya,F001_biaya,F002_biaya,F003_biaya,S001_biaya,S002_biaya,S003_biaya,D001_biaya,D002_biaya,A001_biaya,A002_biaya,FN001_biaya,FN002_biaya,FN003_biaya,M001_biaya,M002_biaya,M003_biaya,total_biaya
PROJ_0015,11286000.0,20225500.0,92061000.0,248771350.0,1046350000.0,1024727000.0000001,1136986200.0,1015299000.0,91215000.0,34539300.0,97856150.0,82635750.0,76909000.0,261653750.0,982552499.9999999,140887500.0,88333050.0,117487500.0,6569775550.0
PROJ_0016,8997750.0,10908250.0,87098250.0,179305700.0,791333000.0,1180156500.0,1317443400.0,1028491000.0,107891250.0,34622100.0,82963200.0,55793499.99999999,95929750.0,344340000.0,1008823500.0,96159650.0,73021000.0,84501750.0,6587779550.0
PROJ_0017,1567950.0,3083000.0,18212250.0,38912900.0,190408500.0,257117499.99999997,298047400.0,240608500.0,28523750.0,9238050.0,20173850.0,11838900.0,8817200.0,33008750.0,132813000.0,10675150.0,8283600.0,9835499.999999998,1321165750.0
PROJ_0018,5242950.0,6613249.999999999,20075250.0,48847400.00000001,264239500.0,277248000.0,283112200.0,336299000.0,26073750.0,8353799.999999999,44462800.0,27531950.0,11175150.0,48517500.0,198886500.0,44498350.0,25298000.0,36915000.0,1713390350.0
PROJ_0019,2074500.0000000002,4720500.0,20871750.0,62393100.0,253886500.0,354435500.0,333895800.0,378076900.0,28642500.0,13431600.0,24825450.0,17930300.0,32016600.0,120327500.0,321250500.0,24959400.0,18782400.0,21791250.0,2034312050.0
PROJ_0020,8627400.0,16668000.0,149848500.0,312333650.0,1498796500.0,1664086500.0,1760432800.0,1309325400.0,140788750.0,56783699.99999999,80579400.0,55924599.99999999,87275650.0,311638750.0,1092231000.0,79467350.0,49274550.0,58151250.0,8732233750.0
PROJ_0021,11095950.0,18591250.0,87312000.0,226643499.99999997,951150000.0,1112383500.0,974031800.0,962899600.0,82366250.0,30509100.0,128032100.0,71987200.0,75480300.0,333880000.0,1112512500.0,99780650.00000001,87447100.0,94830000.0,6460932800.0
PROJ_0022,10899750.0,15561250.000000002,56496750.0,138683400.0,800538500.0,770716000.0,1120296800.0,838972400.0,95087500.0,32105700.0,103373400.0,57439850.0,89463850.0,329807500.0,825322500.0,101331050.00000001,103286300.0,104631000.0,5594013500.0
PROJ_0023,3263700.0,5573000.0,72681750.0,183651350.0,804967000.0,936918500.0,816261600.0,745154000.0,75208750.0,25790400.0,32640950.000000004,19669750.0,24994550.0,102897500.0,275760000.0,20981400.0,17392050.0,19812750.0,4183619000.0
PROJ_0024,4998000.0,8431500.0,20337750.0,38901800.0,210375000.0,272051500.0,242069800.0,217939600.0,22236250.0,8837550.0,45502450.0,26882150.000000004,14828100.0,54856250.0,148590000.0,44822200.00000001,23608650.0,39486750.0,1444755300.0
PROJ_0025,4534200.0,5150750.0,21219750.0,56267749.99999999,252926000.0,317889000.0,281524600.0,227057600.0,29181250.0,9635400.0,38823750.0,23515350.0,9217600.0,27566250.0,126247500.0,18060800.0,18169450.0,21880500.0,1488867500.0
PROJ_0026,5287200.0,8945000.0,61805250.00000001,195789200.0,827976500.0,882303000.0,835557800.0,844055200.0,87813750.0,37754550.0,61227700.0,32501400.0,53505200.0,158923750.0,686038500.0,40746450.0,36398050.0,46938000.0,4903566500.0
PROJ_0027,3224250.0,6409250.0,21329250.0,37876900.0,168997000.0,266038000.00000003,240119600.0,210393000.0,23565000.0,9437850.0,31543300.0,21118500.0,9481850.0,29988750.0,121783500.0,19796500.0,18272800.0,18927000.0,1258302300.0
PROJ_0028,4164150.0,9463000.0,73482750.0,155945750.0,720205000.0,1105410500.0,868701400.0,960300000.0,84222500.0,34589250.0,45930200.0,31432650.0,31404100.0,99976250.0,463059000.0,26471550.0,22610900.0,20749500.000000004,4758118450.0
PROJ_0029,3262350.0,6070500.0,39795750.0,95667200.0,515975500.0,536721500.0,589205400.0,597733400.0,43671250.0,19557900.0,39167400.0,26498350.0,39695600.0,187840000.0,715005000.0,37128850.0,36523500.0,44774250.0,3574293700.0
PROJ_0030,3898800.0000000005,7927750.0,67377750.0,184937100.0,864756000.0,606983500.0,749572600.0,772896000.0,61053750.0,23919749.999999996,53389000.0,23605600.0,36618400.0,151585000.0,446121000.0,35967750.0,33031050.0,31673250.0,4155314050.0
PROJ_0031,4123350.0,6616750.0,68392500.0,129775650.0,658971000.0,563673000.0,674073400.0,806613200.0,64562500.0,27595800.0,45068900.0,32739850.0,64554000.0,197390000.0,661621500.0,62620350.0,40078350.0,48969749.99999999,4157439850.0
PROJ_0032,3937949.9999999995,4821250.0,30447750.000000004,66281799.99999999,358632000.0,405574000.0,509629400.0,410562200.0,47183750.0,14373900.0,32129100.0,20993100.0,41933150.0,135966250.0,468598499.99999994,42772000.0,29489850.0,29289000.0,2652614950.0
PROJ_0033,1740000.0,2342750.0,18351000.0,55379750.00000001,216639500.0,280706000.0,355367600.0,272822200.0,33683750.0,12687300.0,15117700.0,10298950.0,11397050.0,44892500.0,126441000.00000001,7353350.0,6550050.0,7599750.0,1479370200.0
PROJ_0034,5344650.0,10687500.0,24713250.0,88609450.0,314908000.0,348688000.0,371812000.0,391065200.0,37201250.0,11972250.0,54070500.0,34083150.0,13619900.0,48776250.0,172197000.0,32372250.000000004,22222200.0,24849000.0,2007191800.0
PROJ_0035,5298300.0,11054250.0,107938500.0,260703850.0,1024275500.0,1273142500.0,1200647000.0,1424251000.0,133039999.99999999,49271850.0,67343800.0,37094650.0,46599700.0,168805000.0,499873499.99999994,39937250.0,21835450.0,36021000.0,6407133100.0
PROJ_0036,6332400.0,7975250.0,60721500.0,114703700.0,717697500.0,891594000.0,855089200.0,929114500.0,63943750.0,24973200.0,56905250.0,31541900.0,65293900.0,215761250.0,820467000.0,62829450.0,57046600.0,51900000.0,5033890350.0
PROJ_0037,8292300.000000001,11586500.0,55587750.0,147408000.0,654338500.0,751089000.0,859009200.0,731040500.0,74885000.0,29410199.999999996,72424600.0,55521800.00000001,37723350.0,177295000.0,598491000.0,72283150.0,52864500.0,46038000.0,4435288350.0
PROJ_0038,6139350.0,8788500.0,45655500.0,103263299.99999999,415573500.0,661266500.0,492518600.0,590894900.0,58775000.0,16009650.0,65091950.0,46226050.0,39076100.0,169576250.0,548829000.0,73337150.0,44619250.0,71370000.0,3457010550.0
PROJ_0039,2605200.0,3279000.0,6969750.000000001,19149350.0,92412000.0,102106000.0,92982400.0,89802600.0,11998750.0,3535649.9999999995,26656800.0,15092650.0,10228400.0,26097500.0,95130000.0,29882600.0,22990500.0,20832750.0,671751900.0
PROJ_0040,3377250.0,5861250.0,51972000.0,116198500.0,706562500.0,675326500.0,836390800.0,632585500.0,58471250.0,27399150.0,32423450.000000004,24116700.0,21019950.0,105752500.0,354721500.0,23372450.000000004,13276250.0,16635750.0,3705463250.0
PROJ_0041,3609300.0,6444499.999999999,52506750.0,116194800.00000001,613725500.0,718114500.0,783951000.0,714502000.0,68942500.0,28825199.999999996,35182800.0,22637550.0,27031550.0,105607500.0,326286000.0,22345650.0,19589050.0,19217250.0,3684713400.0
PROJ_0042,1885500.0,3017250.0,13340250.0,38825950.0,198160500.0,269667000.0,228967200.0,192933000.0,22136250.0,6614550.0,18384550.0,10977250.0,20589100.0,77472500.0,255532500.0,19185350.0,15469350.0,18419250.0,1411577300.0
PROJ_0043,8521050.0,10080250.0,60735000.0,129890350.0,770236000.0,730635500.0,688773400.0,616367100.0,61750000.0,25696800.0,67506200.0,42005200.0,66713500.0,228047500.0,653337000.0,77159600.0,76501100.0,80433000.0,4394388550.0
PROJ_0044,1832550.0,2700000.0,10760250.0,23544950.0,144721000.0,133228000.00000001,134857800.0,181729500.0,18401250.0,6192000.0,17890100.0,11789500.0,13301400.0,45330000.0,177025500.0,19342600.0,15807350.0,20344500.0,978798250.0
PROJ_0045,3816900.0,4415250.0,30390750.0,68551750.0,339719500.0,338485000.0,331935800.0,417614100.0,35347500.0,14881050.0,27126600.0,18072800.0,17866100.0,55231250.0,216270000.0,32345900.0,18298150.0,21009750.0,1991378150.0
PROJ_0046,4563000.0,7381500.0,30501000.0,69295450.0,378675000.0,352203000.0,412570200.0,452311000.0,45203750.0,13444200.0,46942300.0,24783600.0,29928850.0,101905000.0,483655500.0,45976500.0,41852850.0,36637500.0,2577830200.0
PROJ_0047,2318700.0,3828000.0,8460000.0,20216800.0,94384000.0,161034500.0,130085200.00000001,146828900.0,13101250.0,5434650.0,19488000.0,12828800.0,5649350.0,14513750.0,68787000.0,9417150.0,8696350.0,11689500.000000002,736761900.0
PROJ_0048,9517950.0,15982499.999999998,101034750.00000001,266314900.0,1197301500.0,1568298000.0,1579828600.0,1477765900.0,137222500.0,48229650.0,88448550.0,52678450.0,89747350.0,290396250.0,857268000.0,81772550.0,66102400.0,59930250.00000001,7987840050.0
PROJ_0049,1858050.0,2892500.0,26532000.0,88304200.0,438761500.00000006,369255500.0,511903000.0,382005400.0,44792500.0,17145000.0,19704049.999999996,11003850.0,15695750.0,64611250.0,175554000.0,10719350.0,7952100.0,11038500.0,2199728500.0
PROJ_0050,10118400.0,18135750.0,35762250.0,92683150.0,413066000.0,406742500.0,477211000.0,424569000.0,40352500.0,18281250.0,107765450.0,78310400.0,36628200.0,137338750.0,484614000.00000006,93070750.0,75542350.0,98501999.99999999,3048693700.0
PROJ_0051,3200250.0,7563249.999999999,21918000.0,55951400.0,323433500.0,301520500.0,430210200.0,400183200.0,28463750.0,13334400.0,42005050.0,28835349.999999996,34051500.0,116888750.0,400338000.0,40745600.0,36186800.0,45774000.00000001,2330603500.0
PROJ_0052,2189100.0,3756750.0000000005,16494750.0,46011350.0,229933500.0,169774500.0,178536400.0,203758200.0,18660000.0,6961950.0,17874150.0,13740799.999999998,16996000.0,60752500.0,224811000.0,26081399.999999996,19368050.0,23605500.0,1279305900.0
PROJ_0053,7540350.0,12149500.0,112306500.0,223343100.0,1110151000.0,1264573500.0,1482877200.0,1368670000.0,100088750.0,44682300.0,66840650.00000001,53888750.0,71073450.0,232827500.0,837504000.0,57105550.0,45679400.0,61710000.0,7153011500.0
PROJ_0054,5514750.0,8504250.0,38365500.0,81932800.0,393456500.0,412509000.0,460531400.0,565451800.0,45092500.0,14481900.0,43968350.0,31988400.000000004,44347800.0,134062500.0,561433500.0,64322050.0,37044800.0,52825500.0,2995833300.0
PROJ_0055,8799150.0,11905000.0,25411500.0,89342050.0,404923000.0,435404000.0,454524000.0,389862400.0,46577500.0,14859450.0,63336000.0,54739000.00000001,25589550.0,87632500.0,253930499.99999997,51899300.0,56832100.0,65502000.0,2541069000.0
PROJ_0056,4353150.0,7570250.0,14110499.999999998,34200950.0,137640500.0,167399500.0,183887200.0,231238300.0,16393750.0,6124500.0,45173300.0,25724099.999999996,14460950.0,61198750.0,203539500.0,51163200.0,43386200.0,36975750.0,1284540350.0
PROJ_0057,1345950.0,2235000.0,19605750.000000004,44979050.0,205785000.0,254837500.0,267990799.99999997,198811200.0,27332500.0,8600850.0,12422150.0,6955900.0,6508250.0,28987500.0,104247000.0,6380100.0,4683900.0,5196750.000000001,1206905150.0
PROJ_0058,6533250.0,10232750.0,63972000.0,115451099.99999999,566278500.0,688474500.0,787410400.0,765882900.0,75928750.0,30500550.0,61858450.0,47755550.0,30533650.0,121830000.0,477616499.99999994,44622450.0,43980300.0,51921750.0,3990783350.0
PROJ_0059,2719200.0,4152250.0,30934500.0,70214900.0,274830500.0,289664500.0,377799800.0,421901500.0,26608750.0,12153600.0,28082150.0,18905000.0,29397200.0,108071250.0,400464000.0,32077300.0,18209100.0,28969500.0,2175155000.0
PROJ_0060,5725500.0,13358500.0,29344500.0,76491950.0,320900500.0,481412500.0,474094600.0,435413600.0,46178750.0,16294049.999999998,75607350.0,51781650.00000001,17490900.0,50030000.0,194602500.0,46653950.0,25578800.0,34008750.0,2394968350.0
PROJ_0061,6338100.0,10593000.0,62325000.0,170068650.0,719686500.0,826376500.0,628983600.0,657058600.0,75080000.0,23082750.000000004,55513250.0,32075800.0,29016400.0,101211250.0,322173000.0,33846150.0,21199100.0,26863500.0,3801491150.0
PROJ_0062,1489950.0,3232750.0,19140750.0,48534750.00000001,221102000.0,279585000.0,217158200.0,282793800.0,23243750.0,7883550.0,16780850.0,10059550.0,7241149.999999999,25326250.0,84712500.0,9591400.0,8484450.0,8916000.0,1275276650.0
PROJ_0063,3970500.0,6375000.0,38814000.0,85830750.0,503897000.00000006,482438500.0,614989200.0,618433200.0,54072500.0,21643650.0,37207000.0,30660300.0,50152900.0,183667500.0,629505000.0,50807050.0,40855750.0,38117250.0,3491437050.0
PROJ_0064,8028150.000000001,13050500.0,55984500.0,164785050.0,619369500.0,679877000.0,575720600.0,602273000.0,72040000.0,21879450.0,70427950.0,43287700.0,55288800.0,222361250.0,825988500.0,66934950.0,63664900.0,70391250.0,4231353050.0
PROJ_0065,1192050.0,1860000.0000000002,10938000.0,27803650.0,133441500.00000001,158906500.0,162033200.0,182806200.0,16693750.000000002,5124600.0,12345300.0,8241250.0,4582550.0,19628750.0,62527499.99999999,7077950.0,4423900.0,6090749.999999999,825717400.0
PROJ_0066,2611500.0,4846500.0,51218250.0,102029350.0,566117000.0,722902500.0,717752000.0,535226600.0,65303749.99999999,16943400.0,26790200.0,21053900.0,21795200.0,73322500.0,248863500.0,18454350.0,13596700.0,14292000.0,3223119200.0
PROJ_0067,11896800.0,15286250.000000002,59512500.0,178748850.0,923576000.0,858572000.0,886635400.0,834607400.0,104582500.0,29303099.999999996,106158850.0,83103150.0,64368500.0,292078750.0,1033303500.0,130865999.99999999,83956600.0,99137250.0,5795693400.0
PROJ_0068,3871050.0,8156750.0,20718000.0,39212600.0,201815500.0,299886500.0,214169200.0,243314800.0,25346250.0,8335350.0,42485000.0,30138750.0,11361350.0,47051250.0,181242000.0,39086400.0,24293750.0,38092500.0,1478577000.0
PROJ_0069,9493800.0,20114000.0,34346250.0,99874100.0,363817000.0,443298500.0,522212600.0,420815100.0,43171250.0,19024650.0,127704400.0,61358600.0,48923350.0,169600000.0,626310000.0,133491650.0,101163400.0,110220000.0,3354938650.0
PROJ_0070,2499000.0,4583000.0,29680500.0,80713650.0,331882500.0,579766000.0,496624800.0,537806800.0,53526250.0,20286000.0,19685200.0,16701950.0,19039650.0,48251250.0,233491500.0,12569800.0,10811450.0,11841000.0,2509760300.0
PROJ_0071,3308250.0,5210000.0,46488000.0,113932250.0,656489000.0,719473000.0,699651400.0,840990000.0,78671250.0,26764650.0,41535250.0,22117900.0,29061900.0,75950000.0,360999000.0,24791950.0,18058950.0,18883500.0,3782376250.0
PROJ_0072,1134750.0,1694250.0,6945000.0,17711900.0,88077000.0,75012000.0,63994000.0,79772800.0,6102500.0,2327400.0,9725149.999999998,7471750.000000001,2201150.0,7796250.0,26500500.0,7033750.0,5042050.0,4406250.0,412948450.0
PROJ_0073,6630150.0,13939750.0,37305750.0,104687800.0,450967499.99999994,554762000.0,447869800.0,519134300.00000006,37301250.0,19324350.0,102036500.0,61430800.0,23503200.0,75591250.0,344758500.0,76029100.0,47210150.0,60093750.0,2982575900.0
PROJ_0074,6419100.0,12278000.0,29146500.0,70805050.0,326145000.0,343558000.0,370214600.0,316055100.0,40355000.0,12682799.999999998,66550650.00000001,40153650.0,16796150.0,70258750.0,218209500.0,45731700.0,46885800.0,46455000.0,2078700350.0
PROJ_0075,3033300.0,5164000.0,44844000.0,91195750.0,497938499.99999994,652460000.0,609256200.0,551095800.0,58362500.0,18794250.0,32221900.0,22080850.0,25845050.0,83801250.0,346216500.0,23006100.000000004,19967350.0,24439500.0,3109722800.0
PROJ_0076,7622850.0,8827000.0,22728000.0,52560350.0,198509000.0,271747500.0,264002200.0,273433300.0,26293750.0,9993150.0,67826650.0,35159500.0,21867300.0,75630000.0,331587000.0,68656200.0,57445700.0,57789750.0,1851679200.0
PROJ_0077,5259000.0,12736000.0,27387000.000000004,68148450.0,316013000.0,539590500.0,488745600.0,482390700.0,51730000.0,13021650.0,74701100.0,36265300.0,15901200.0,52395000.0,185805000.0,43153650.0,24196250.0,38931750.0,2476371150.0
PROJ_0078,4522200.0,8391250.0,70517250.0,120592250.0,787066000.0,850088500.0,923581400.0,726481500.0,80257500.0,30491100.0,48892550.0,28104799.999999996,37324350.0,169551250.0,435051000.0,43766500.0,37057800.0,28618500.0,4430355700.0
PROJ_0079,3672000.0,7573250.0,17502000.0,54273450.0,258434000.00000003,255312500.0,240688000.0,271687300.0,24490000.0,7502400.0,45609750.0,33598650.0,13216700.0,43751250.0,147933000.0,30126550.0,24791650.0,25630500.0,1505792950.0
PROJ_0080,2171850.0,2693750.0,20469750.0,38899950.0,188207000.0,204193000.0,202458200.0,241258400.0,23898750.0,8363700.000000001,16400950.0,13853850.000000002,9111550.0,44137500.0,137326500.0,14441500.0,10195900.0,10972500.0,1189054600.0
PROJ_0081,5454450.0,11784250.0,56560500.0,148122100.0,481414500.0,730303000.0,655992400.0,731506100.0,62560000.0,22162500.0,65400800.0,36347000.0,34948200.0,133998750.0,387288000.0,60441800.0,39519350.0,51309750.0,3715113450.0
PROJ_0082,7394850.0,12585250.0,63068250.0,164674050.0,687794500.0,737076500.0,700709800.0,860952600.0,63973750.0,24980400.0,60131500.0,48729300.00000001,35114100.0,151533750.0,583236000.0,66834650.0,41829450.0,53268000.0,4363886700.0
PROJ_0083,845850.0,1360000.0,5257500.0,10794750.0,66852500.00000001,48231500.0,67100600.0,60896600.0,4938750.0,2174400.0,6649700.0,5798800.0,1994300.0,5805000.0,20587500.0,5144200.0,3278600.0,4767000.0,322477550.0
PROJ_0084,2038349.9999999998,3318750.0,10089750.0,29588900.0,147951000.0,107540000.0,123372200.0,117311800.0,11775000.0,4857300.0,17650850.0,12015600.0,3985100.0,13168750.0,50188500.0,11959499.999999998,8322599.999999999,8775000.0,683908950.0
PROJ_0085,1724100.0,2126500.0,20893500.0,50993400.0,313641500.0,349524000.0,348791800.0,264422000.00000003,26997500.0,11727000.000000002,14215800.0,11445600.0,11960200.000000002,37812500.0,152928000.0,10420150.0,6590350.0,8165250.0,1644379150.0
PROJ_0086,3073350.0,3946500.0000000005,20263500.0,36321050.0,210706500.0,272194000.0,263816000.0,249231800.0,24498750.0,7250400.0,24055500.0,16147150.0,21275800.0,71425000.0,236344500.00000003,34403750.0,21664500.0,25756500.0,1542374550.0
PROJ_0087,2494050.0,3763750.0000000005,9423750.0,20836550.0,78837500.0,142481000.0,139630400.0,133675700.0,13197500.0,4813650.0,24945800.0,18256150.0,10500350.0,32592500.0,114984000.0,24796200.000000004,23854350.0,28782750.0,827865950.0
PROJ_0088,8200049.999999999,11465500.0,78595500.0,215702600.0,1028712500.0,1207972500.0,1227224600.0,1232132800.0,112870000.0,42263100.0,70784650.0,38513000.0,28878150.0,118318750.0,402318000.0,36520250.0,38007450.0,32601750.0,5931081150.0
PROJ_0089,4176300.0000000005,6493500.0,37269000.0,93151200.0,372886500.0,433637000.0,369616800.0,491499000.0,36092500.0,12730050.0,40066400.0,25721250.0,20179250.0,77393750.0,228559500.0,32067100.0,20827950.0,24055500.0,2326422550.0
PROJ_0090,3347100.0,6017500.0,14435250.0,37484700.0,153714000.0,157671500.0,188512800.0,156276700.0,18500000.0,7291350.0,38735300.0,30338250.000000004,12631850.0,43923750.0,210636000.0,48438950.0,38142650.0,31839749.999999996,1197937400.0
PROJ_0091,9597000.0,13688749.999999998,66336000.0,154371400.0,977899500.0,828105500.0,1170247400.0,1081472400.0,105027500.0,37486800.0,103453150.0,51781650.00000001,40336450.0,187093750.0,610119000.0,62388300.0,49109450.0,60438750.0,5608952750.0
PROJ_0092,3130200.0,5183500.0,66135749.99999999,129348299.99999999,766555500.0,936766500.0,698446000.0,875997300.0,78648750.0,29291400.0,30638500.0,20957950.0,21979300.0,98436250.0,406417500.0,22893899.999999996,17760600.0,22563750.0,4231150950.0
PROJ_0093,1426800.0,1811750.0,7638000.0,15538149.999999998,60511500.0,77558000.0,93717400.0,71295000.0,7375000.0,2316600.0,11481100.000000002,7605700.0,4237800.0,15895000.0,42822000.0,10363200.0,7601750.0,8099250.0,447294000.0
PROJ_0094,7974300.0,14053000.0,66154499.99999999,147169350.0,723460500.0,607477500.0,644683200.0,868392500.0,76660000.0,29208600.0,93922300.0,55896100.0,71127000.0,209648750.0,625729500.0,73002250.0,57095350.0,65438250.0,4437092950.0
PROJ_0095,7975049.999999999,15267500.000000002,39432000.0,90280000.0,343731500.0,541006000.0,478249800.0,404654900.0,42966250.0,15807150.0,80766450.0,65424599.99999999,27298600.0,95220000.0,272016000.0,80936150.0,59012200.0,55823249.99999999,2715867400.0
PROJ_0096,5472000.0,8553250.0,42005250.00000001,89713900.0,491470000.00000006,503842000.0,535668000.0,522442000.0,67826250.0,18885600.0,50966050.0,32922250.0,34935600.0,110336250.0,452412000.0,40397100.0,28405650.0,39616500.0,3075869650.0
PROJ_0097,3356400.0,6682500.0,41204250.0,87277450.0,481899000.00000006,509038500.00000006,467087600.0,506718300.0,38872500.0,19260000.0,31006800.0,22319300.0,42828100.0,121812500.0,446323500.0,43725700.0,25694500.0,35447250.0,2930554150.0
PROJ_0098,4041300.0000000005,6416750.0,37821750.0,117787650.00000001,578034000.0,515289499.99999994,735098000.0,637891400.0,60863750.0,22477050.0,45168950.0,30859799.999999996,20026650.000000004,72961250.0,240934500.0,20615050.0,19953050.0,17570250.0,3183810650.0
PROJ_0099,3263250.0,5005250.0,15707250.0,46668100.0,213588000.0,241870000.0,215404000.0,248213300.0,22492500.0,9362700.0,35749750.0,22628050.0,8321600.0,35447500.0,118575000.0,20290350.0,15405650.0,14529750.0,1292522000.0
PROJ_0100,3601650.0,4731000.0,41418750.0,135838100.0,565709000.0,523744499.99999994,544115600.0,529067099.99999994,63638750.0,18256500.0,34707200.0,22766750.0,21814450.0,80068750.0,252476999.99999997,14315699.999999998,14519700.0,12863250.0,2883653750.0
PROJ_0101,8465250.0,15635499.999999998,54457500.0,162467000.0,830390500.0,1056210000.0,1012927999.9999999,1095973900.0,86826250.0,37002150.0,104903150.0,60957700.0,92946700.0,256502500.0,822433500.0,103167900.0,83255250.0,95441250.0,5979964000.0
PROJ_0102,3999000.0000000005,7611499.999999999,24207000.0,65660200.0,280066500.0,415188000.0,327486600.0,316016300.0,35242500.0,13543200.0,45659050.0,27711500.0,34174000.0,105278750.0,322006500.0,37988200.0,27987700.0,36890250.0,2126716750.0
PROJ_0103,1545150.0,2431750.0,15855000.0,37888000.0,187926500.0,191748000.0,171921400.0,172233200.0,17786250.0,6430950.0,15008950.0,9899950.0,9731049.999999998,34151250.0,99153000.0,12847750.0,11642800.0,9456750.0,1007657700.0
PROJ_0104,2338350.0,2952750.0,6844500.0,16326250.0,62194500.0,110893500.0,96334000.0,114741300.0,8323750.0,3756150.0,24679000.0,14146450.0,7015400.0,30545000.0,104382000.0,27330900.0,17314050.0,18579000.0,668696850.0
PROJ_0105,5249850.0,11042750.0,91275750.0,153550000.0,953181500.0000001,1251596500.0,915222000.0,921335100.0,110155000.0,39007800.0,53191800.0,47747000.0,54210800.00000001,223055000.0,794929500.0,58695050.0,40150500.0,41463000.0,5765058900.0
PROJ_0106,7081950.0,9894750.0,112708500.0,223132199.99999997,1206413500.0,1213387500.0,1401057000.0,1346098100.0,148083750.0,56703150.0,56202000.0,51014050.0,56591850.0,165481250.0,676291500.0,38475250.0,26380250.0,35730000.0,6830726550.0
PROJ_0107,1276800.0,2936000.0,14913750.0,35495950.0,148112500.0,181744500.0,218785000.0,163095800.0,14116250.0,6271650.0,14924850.000000002,9751750.0,7165200.0,33102500.0,103918500.0,11381500.0,8116550.0,10852500.0,985961550.0
